NombreTelefono,Audifonos,Bluetooth,GPS,Radio,Teclado,SIM,NFC,Lector Huella,Rec Facial,Tarjeta Memoria,Disponible,SO__Apple,SO__Motorola,SO__Otra marca,SO__Samsung,Con__No,Con__Otro,Con__USB Type-C,Con__microUSB,Con__miniUSB,Horas Bateria_NORM,Horas Llamada Bateria_NORM,Bateria mAh_NORM,Peso Gramos_NORM,Resolucion Pixeles Ancho_NORM,Resolucion Pixeles Alto_NORM,Resolucion PPI_NORM,Tamano Pulgadas_NORM,RAM GB_NORM,Memoria GB_NORM,CPU GHz_NORM,Vida Bateria_NORM,Procesadores_NORM,Alto_NORM,Ancho_NORM,Grueso_NORM,Camara MP_NORM,Num Camaras_NORM,Selfie MP_NORM,Num Selfie_NORM,Video Pixeles_NORM,Video FPS_NORM,Selfie Video Pixeles_NORM,Selfie Video FPS_NORM,Precio_NORM
Yezz Andy AZ4.5,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.1867704280155642,0.171875,0.1,0.07382450577218451,0.125,0.19768518518518519,0.25737898465171194,0.24456521739130438,0.001953125,0.0009765625,0.096,0.0,0.2,0.30297920179876336,0.242152466367713,0.14915254237288134,0.046296296296296294,0.2,0.027083333333333334,0.3333333333333333,0.087890625,0.015625,0.0,0.0,0.0
Yezz Andy A5QP,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.1867704280155642,0.171875,0.1,0.060942377248179164,0.1875,0.2962962962962963,0.34710743801652894,0.27173913043478265,0.00390625,0.015625,0.544,0.0,0.8,0.31871838111298484,0.24573991031390136,0.09152542372881356,0.12037037037037036,0.2,0.10416666666666667,0.3333333333333333,0.1318359375,0.015625,0.0,0.0,0.0
Allview V1 Viper S,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.10778210116731518,0.09375,0.1388888888888889,0.0710994401228757,0.1875,0.2962962962962963,0.34710743801652894,0.27173913043478265,0.0078125,0.03125,0.22399999999999998,0.0,0.4,0.31871838111298484,0.2538116591928251,0.11864406779661016,0.12037037037037036,0.2,0.10416666666666667,0.3333333333333333,0.1318359375,0.015625,0.0,0.0,0.023846462455633172
Allview X1 Xtreme,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.09727626459143969,0.08677083333333334,0.1388888888888889,0.07456770549472329,0.28125,0.4444444444444444,0.4734356552538371,0.2989130434782609,0.01171875,0.0625,0.344,0.0,0.4,0.3333333333333333,0.2645739910313901,0.1288135593220339,0.14814814814814814,0.2,0.16666666666666666,0.3333333333333333,0.1318359375,0.015625,0.0,0.0,0.0361540783136184
Micromax A47 Bolt,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0622568093385214,0.0625,0.08888888888888889,0.0,0.125,0.18518518518518517,0.27508854781582054,0.2173913043478261,0.0009765625,0.0009765625,0.20800000000000002,0.0,0.4,0.27712197863968524,0.23139013452914797,0.16271186440677965,0.018518518518518517,0.2,0.0,0.3333333333333333,0.05859375,0.0,0.0,0.0,0.003846038609463024
Lenovo IdeaTab S6000F,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0.08333333333333333,0.3527777777777778,0.27746122974780757,0.3333333333333333,0.18518518518518517,0.17591499409681227,0.5489130434782609,0.00390625,0.03125,0.192,0.0,0.4,0.5756042720629567,0.6358744394618834,0.1152542372881356,0.046296296296296294,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.016923154497044405
Lenovo IdeaTab S6000L,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0.08333333333333333,0.3527777777777778,0.27746122974780757,0.3333333333333333,0.18518518518518517,0.17591499409681227,0.5489130434782609,0.00390625,0.03125,0.192,0.0,0.4,0.5756042720629567,0.6358744394618834,0.1152542372881356,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.014615385177514815
Lenovo IdeaTab S6000,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0.08333333333333333,0.3527777777777778,0.27869989595203887,0.3333333333333333,0.18518518518518517,0.17591499409681227,0.5489130434782609,0.00390625,0.03125,0.192,0.0,0.4,0.5733558178752107,0.6367713004484304,0.10169491525423728,0.046296296296296294,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
HP 8,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0.07291666666666667,0.2111111111111111,0.15508100876975672,0.2,0.23703703703703705,0.19244391971664698,0.4266304347826087,0.00390625,0.03125,0.16,0.0,0.4,0.44350758853288363,0.48161434977578477,0.10508474576271186,0.018518518518518517,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.009231077278118357
Prestigio MultiPhone 5450 Duo,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.10505836575875487,0.15625,0.08333333333333333,0.07184263984541446,0.125,0.19768518518518519,0.25737898465171194,0.24456521739130438,0.001953125,0.0009765625,0.096,0.0,0.2,0.29679595278246207,0.2367713004484305,0.1389830508474576,0.046296296296296294,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.009231077278118357
Prestigio MultiPhone 5451 Duo,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.10505836575875487,0.15625,0.08333333333333333,0.07184263984541446,0.125,0.19768518518518519,0.25737898465171194,0.24456521739130438,0.001953125,0.0009765625,0.096,0.0,0.2,0.29679595278246207,0.2367713004484305,0.1389830508474576,0.046296296296296294,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.009231077278118357
Prestigio MultiPhone 5500 Duo,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.15953307392996108,0.21875,0.1111111111111111,0.09067036614972997,0.125,0.19768518518518519,0.23140495867768596,0.27173913043478265,0.001953125,0.0009765625,0.096,0.0,0.2,0.32321528948847666,0.2654708520179372,0.14237288135593218,0.046296296296296294,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.012307615857985225
Prestigio MultiPhone 5501 Duo,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.16459143968871595,0.16666666666666666,0.1111111111111111,0.06688797502848932,0.125,0.19768518518518519,0.23140495867768596,0.27173913043478265,0.001953125,0.0009765625,0.096,0.0,0.2,0.33108487914558743,0.2645739910313901,0.12542372881355932,0.046296296296296294,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.01153811582838907
Prestigio MultiPhone 7500,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.12777777777777777,0.07233810632710698,0.28125,0.4444444444444444,0.5206611570247934,0.27173913043478265,0.00390625,0.03125,0.24,0.0,0.4,0.31871838111298484,0.24932735426008967,0.13220338983050847,0.12037037037037036,0.2,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.021538693136103584
Prestigio MultiPhone 7600 Duo,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.16108949416342414,0.14583333333333334,0.14444444444444443,0.09463409800327008,0.1875,0.2962962962962963,0.2892561983471074,0.32608695652173914,0.00390625,0.0078125,0.24,0.0,0.4,0.3687464867903316,0.29775784753363227,0.11186440677966102,0.12037037037037036,0.2,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.020769193106507426
Prestigio MultiPad 4 Ultra Quad 8.0 3G,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.19844357976653695,0.0625,0.25555555555555554,0.22295991676163107,0.2,0.23703703703703705,0.18890200708382526,0.4347826086956522,0.00390625,0.03125,0.192,0.0,0.4,0.4519392917369308,0.5551569506726458,0.13220338983050847,0.046296296296296294,0.2,0.041666666666666664,0.3333333333333333,0.0,0.0,0.0,0.0,0.014615385177514815
Prestigio MultiPad 4 Quantum 9.7 Colombia,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.4444444444444444,0.3076846851310509,0.4,0.4740740740740741,0.3116883116883117,0.5271739130434783,0.0078125,0.03125,0.256,0.0,0.4,0.5345699831365937,0.6529147982062781,0.12203389830508474,0.046296296296296294,0.2,0.041666666666666664,0.3333333333333333,0.0,0.0,0.0,0.0,0.01538488520711097
Prestigio MultiPad 4 Quantum 10.1 3G,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.13073929961089495,0.08854166666666667,0.3888888888888889,0.3032254867958183,0.20833333333333334,0.2962962962962963,0.17591499409681227,0.5489130434782609,0.00390625,0.03125,0.256,0.0,0.4,0.5756042720629567,0.6,0.12542372881355932,0.018518518518518517,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.016923154497044405
Samsung G3812B Galaxy S3 Slim,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.11666666666666667,0.06886984095525937,0.140625,0.2222222222222222,0.28807556080283353,0.24565217391304348,0.00390625,0.015625,0.192,0.0,0.4,0.2945474985947162,0.23318385650224216,0.1288135593220339,0.046296296296296294,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.01538488520711097
Samsung Galaxy K zoom,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.14583333333333334,0.135,0.09909329633850271,0.1875,0.2962962962962963,0.3612750885478158,0.2608695652173913,0.0078125,0.015625,0.344,0.3602150537634409,0.6,0.30410342889263636,0.2502242152466368,0.22033898305084745,0.19166666666666665,0.2,0.041666666666666664,0.3333333333333333,0.1318359375,0.03125,0.0,0.0,0.03384630899408881
Gigabyte GSmart Rey R3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.1245136186770428,0.08333333333333333,0.1,0.06837437447356687,0.125,0.19768518518518519,0.25737898465171194,0.24456521739130438,0.00390625,0.0078125,0.10400000000000001,0.0,0.2,0.3007307476110174,0.23318385650224216,0.1389830508474576,0.07407407407407407,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
Samsung Galaxy Tab Pro 12.2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.11458333333333333,0.5277777777777778,0.3617896249318734,0.6666666666666666,0.37037037037037035,0.29161747343565525,0.6630434782608696,0.01171875,0.0625,0.512,0.0,0.8,0.6537380550871277,0.7192825112107623,0.10508474576271186,0.07407407407407407,0.2,0.041666666666666664,0.3333333333333333,0.1318359375,0.015625,0.1318359375,0.25,0.03230803970415538
Samsung Galaxy Fame Lite S6790,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.13229571984435798,0.07291666666666667,0.07222222222222222,0.0585641381360551,0.08333333333333333,0.1111111111111111,0.19480519480519481,0.19021739130434784,0.0,0.0078125,0.034,0.0,0.1,0.2507026419336706,0.2179372197309417,0.15932203389830507,0.027777777777777776,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.005384307899396459
Oppo Find 7,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.16666666666666666,0.0847247683694198,0.375,0.5925925925925926,0.6304604486422668,0.2989130434782609,0.01171875,0.0625,0.4,0.23655913978494625,0.4,0.3378302417088252,0.2645739910313901,0.12203389830508474,0.12037037037037036,0.2,0.10416666666666667,0.3333333333333333,0.5,0.015625,0.0,0.0,0.03384630899408881
Oppo Find 7a,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.15555555555555556,0.0842293018877273,0.28125,0.4444444444444444,0.4734356552538371,0.2989130434782609,0.0078125,0.03125,0.368,0.3225806451612903,0.4,0.3378302417088252,0.2645739910313901,0.12203389830508474,0.12037037037037036,0.2,0.10416666666666667,0.3333333333333333,0.5,0.015625,0.1318359375,0.25,0.02846127032543348
Samsung Galaxy Fame Lite Duos S6792L,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.10894941634241245,0.07291666666666667,0.07222222222222222,0.05891096467323986,0.08333333333333333,0.1111111111111111,0.19480519480519481,0.19021739130434784,0.0,0.0078125,0.034,0.0,0.1,0.2507026419336706,0.2179372197309417,0.15932203389830507,0.027777777777777776,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.006153807928992613
Xiaomi Redmi Note,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.17222222222222222,0.09859782985681019,0.1875,0.2962962962962963,0.3152302243211334,0.2989130434782609,0.00390625,0.015625,0.544,0.2956989247311828,0.8,0.3406408094435076,0.27802690582959644,0.12542372881355932,0.12037037037037036,0.2,0.10416666666666667,0.3333333333333333,0.1318359375,0.015625,0.087890625,0.25,0.009231077278118357
Karbonn Titanium Hexa,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.11388888888888889,0.0,0.28125,0.4444444444444444,0.4734356552538371,0.2989130434782609,0.0078125,0.03125,0.36,0.0,0.6,0.3406408094435076,0.27085201793721975,0.09152542372881356,0.12037037037037036,0.2,0.10416666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.01538488520711097
Karbonn Titanium Octane Plus,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.1111111111111111,0.0,0.28125,0.4444444444444444,0.5206611570247934,0.27173913043478265,0.0078125,0.03125,0.544,0.0,0.8,0.3260258572231591,0.25650224215246636,0.10169491525423728,0.14814814814814814,0.2,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.016923154497044405
Karbonn Titanium Octane,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.1111111111111111,0.0,0.1875,0.2962962962962963,0.34710743801652894,0.27173913043478265,0.00390625,0.03125,0.544,0.0,0.8,0.3226531759415402,0.25112107623318386,0.10508474576271186,0.12037037037037036,0.2,0.10416666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.01307711588758138
Celkon C51,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.05555555555555555,0.0,0.0625,0.07407407407407407,0.19716646989374262,0.13043478260869565,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.012037037037037037,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Celkon C619,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.1,0.0,0.03333333333333333,0.037037037037037035,0.1345926800472255,0.09782608695652174,0.0,0.0,0.0,0.0,0.1,0.2478920741989882,0.16591928251121077,0.21016949152542372,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emporia Talk Premium,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.07782101167315175,0.03125,0.06666666666666667,0.054501312986176484,0.016666666666666666,0.02962962962962963,0.08500590318772137,0.10869565217391305,0.0,0.0,0.0,0.0,0.1,0.26756604834176506,0.2008968609865471,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emporia RL1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.07782101167315175,0.03125,0.044444444444444446,0.04558291631571124,0.03333333333333333,0.037037037037037035,0.1345926800472255,0.09782608695652174,0.0,1.52587890625e-05,0.0,0.0,0.1,0.24114671163575044,0.17668161434977578,0.1864406779661017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emporia Talk Comfort,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.07782101167315175,0.041666666666666664,0.05555555555555555,0.03963731853540108,0.016666666666666666,0.02962962962962963,0.09445100354191263,0.09782608695652174,0.0,0.0,0.0,0.0,0.1,0.25238898257448006,0.19461883408071748,0.20677966101694914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emporia Click,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.1245136186770428,0.041666666666666664,0.05555555555555555,0.054501312986176484,0.04583333333333333,0.05092592592592592,0.1511216056670602,0.11956521739130437,0.000244140625,3.814697265625e-06,0.0144,0.0,0.1,0.23215289488476673,0.1802690582959641,0.24745762711864405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nokia Lumia 930,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.1680933852140078,0.11979166666666667,0.13444444444444445,0.08274290244264976,0.28125,0.4444444444444444,0.5206611570247934,0.27173913043478265,0.0078125,0.0625,0.35200000000000004,0.24731182795698925,0.4,0.30297920179876336,0.25112107623318386,0.13220338983050847,0.18518518518518517,0.2,0.024999999999999998,0.3333333333333333,0.5,0.015625,0.087890625,0.25,0.02846127032543348
Emporia Connect,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.06614785992217899,0.0625,0.06388888888888888,0.054501312986176484,0.0625,0.09259259259259259,0.19716646989374262,0.15217391304347827,0.000244140625,3.814697265625e-05,0.0,0.0,0.1,0.2388982574480045,0.1874439461883408,0.2677966101694915,0.018518518518518517,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emporia Elegance Plus,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.11673151750972763,0.041666666666666664,0.06111111111111111,0.04558291631571124,0.03333333333333333,0.037037037037037035,0.1345926800472255,0.09782608695652174,7.62939453125e-06,5.7220458984375e-07,0.0,0.0,0.1,0.24114671163575044,0.17668161434977578,0.1864406779661017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emporia Care Plus,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.11673151750972763,0.0625,0.09722222222222222,0.05103304761432889,0.04583333333333333,0.05092592592592592,0.1511216056670602,0.11956521739130437,1.52587890625e-05,9.5367431640625e-07,0.0,0.0,0.1,0.26981450252951095,0.19461883408071748,0.2406779661016949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emporia Solid Plus,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.1556420233463035,0.052083333333333336,0.09722222222222222,0.07035624040033692,0.03333333333333333,0.037037037037037035,0.1345926800472255,0.09782608695652174,1.52587890625e-05,9.5367431640625e-07,0.0,0.0,0.1,0.2636312535132097,0.21165919282511209,0.2406779661016949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nokia Lumia 630,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.23346303501945526,0.17010416666666664,0.10166666666666667,0.0663925085467968,0.125,0.19768518518518519,0.26092089728453366,0.24456521739130438,0.001953125,0.0009765625,0.192,0.3548387096774194,0.4,0.28667790893760536,0.23587443946188338,0.12203389830508474,0.046296296296296294,0.2,0.0,0.0,0.087890625,0.015625,0.0,0.0,0.008461577248522202
HTC One (M8) CDMA,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.11284046692607004,0.125,0.14444444444444443,0.07927463707080216,0.28125,0.4444444444444444,0.5206611570247934,0.27173913043478265,0.0078125,0.0625,0.368,0.0,0.4,0.32377740303541314,0.24932735426008967,0.12542372881355932,0.037037037037037035,0.2,0.10416666666666667,0.3333333333333333,0.1318359375,0.03125,0.1318359375,0.25,0.019230923816573996
HTC Desire 616 dual sim,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.2723735408560311,0.14583333333333334,0.1111111111111111,0.07431997225387703,0.1875,0.2962962962962963,0.34710743801652894,0.27173913043478265,0.00390625,0.0078125,0.44799999999999995,0.27956989247311825,0.8,0.31422147273749296,0.2538116591928251,0.12203389830508474,0.07407407407407407,0.2,0.041666666666666664,0.3333333333333333,0.1318359375,0.015625,0.087890625,0.0,0.01384588514791866
Samsung Galaxy Tab S 10.5 LTE,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.11458333333333333,0.4388888888888889,0.23138284695040381,0.6666666666666666,0.37037037037037035,0.3400236127508855,0.5706521739130436,0.01171875,0.03125,0.368,0.0,0.4,0.5474985947161327,0.6260089686098654,0.08813559322033898,0.07407407407407407,0.2,0.043750000000000004,0.3333333333333333,0.1318359375,0.015625,0.0,0.0,0.03384630899408881
ZTE nubia X6,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.2704280155642023,0.3333333333333333,0.2361111111111111,0.1065252935638904,0.28125,0.4444444444444444,0.4037780401416765,0.35000000000000003,0.0078125,0.0625,0.4,0.0,0.4,0.3974142776840922,0.3139013452914798,0.10508474576271186,0.12037037037037036,0.2,0.2708333333333333,0.3333333333333333,0.1318359375,0.015625,0.1318359375,0.25,0.026923001035500042
Samsung Galaxy S5 (octa-core),1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.16666666666666666,0.15555555555555556,0.07184263984541446,0.28125,0.4444444444444444,0.5100354191263282,0.27717391304347827,0.0078125,0.03125,0.512,0.0,0.8,0.31422147273749296,0.2556053811659193,0.10847457627118644,0.14814814814814814,0.2,0.041666666666666664,0.3333333333333333,0.5,0.015625,0.1318359375,0.25,0.02923077035502963
Asus PadFone S,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.1622568093385214,0.3125,0.12777777777777777,0.07431997225387703,0.28125,0.4444444444444444,0.5206611570247934,0.27173913043478265,0.0078125,0.03125,0.368,0.0,0.4,0.3175941540191119,0.2556053811659193,0.13220338983050847,0.12037037037037036,0.2,0.041666666666666664,0.3333333333333333,0.5,0.013020833333333334,0.1318359375,0.25,0.019230923816573996
Samsung Galaxy Tab 4 10.1 LTE,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.37777777777777777,0.2412921765842541,0.3333333333333333,0.18518518518518517,0.17591499409681227,0.5489130434782609,0.005859375,0.03125,0.192,0.0,0.4,0.538504777965149,0.6224215246636772,0.10508474576271186,0.029166666666666667,0.2,0.027083333333333334,0.3333333333333333,0.087890625,0.015625,0.0,0.0,0.023846462455633172
Samsung Galaxy Tab 4 8.0 LTE,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.24722222222222223,0.15854927414160433,0.20833333333333334,0.2962962962962963,0.2231404958677686,0.4347826086956522,0.005859375,0.03125,0.192,0.0,0.4,0.46486790331646993,0.43766816143497755,0.10508474576271186,0.029166666666666667,0.2,0.027083333333333334,0.3333333333333333,0.087890625,0.015625,0.0,0.0,0.026923001035500042
Samsung Galaxy Tab 4 7.0 LTE,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.10416666666666667,0.2222222222222222,0.13674874894713374,0.20833333333333334,0.2962962962962963,0.2550177095631641,0.3804347826086957,0.005859375,0.015625,0.192,0.0,0.4,0.41371557054525016,0.3811659192825112,0.11864406779661016,0.029166666666666667,0.2,0.027083333333333334,0.3333333333333333,0.087890625,0.015625,0.0,0.0,0.021538693136103584
BLU Studio 5.5 S,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.3735408560311284,0.2916666666666667,0.13055555555555556,0.08224743596095724,0.140625,0.2222222222222222,0.2361275088547816,0.2989130434782609,0.00390625,0.0078125,0.20800000000000002,0.0,0.4,0.34513771781899943,0.27443946188340806,0.11864406779661016,0.07407407407407407,0.2,0.041666666666666664,0.3333333333333333,0.1318359375,0.015625,0.0,0.0,0.009999846538455637
BLU Studio 5.0 E,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.311284046692607,0.1875,0.11666666666666667,0.08621116781449735,0.125,0.19768518518518519,0.23140495867768596,0.27173913043478265,0.001953125,0.0009765625,0.08,0.0,0.2,0.32321528948847666,0.2609865470852018,0.13559322033898305,0.029166666666666667,0.2,0.0,0.0,0.087890625,0.015625,0.0,0.0,0.005384307899396459
BLU Studio 5.0 S II,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.35019455252918286,0.25,0.1111111111111111,0.0767973046623396,0.140625,0.2222222222222222,0.2597402597402597,0.27173913043478265,0.00390625,0.0078125,0.20800000000000002,0.0,0.4,0.3209668353007308,0.2502242152466368,0.11186440677966102,0.07407407407407407,0.2,0.041666666666666664,0.3333333333333333,0.1318359375,0.015625,0.0,0.0,0.009231077278118357
Samsung ATIV SE,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.1867704280155642,0.20833333333333334,0.14444444444444443,0.0,0.28125,0.4444444444444444,0.5206611570247934,0.27173913043478265,0.0078125,0.03125,0.368,0.3225806451612903,0.4,0.3046655424395728,0.24663677130044842,0.11186440677966102,0.12037037037037036,0.2,0.041666666666666664,0.3333333333333333,0.0,0.0,0.1318359375,0.25,0.03384630899408881
Samsung Galaxy Tab 4 10.1 3G,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.37777777777777777,0.2412921765842541,0.3333333333333333,0.18518518518518517,0.17591499409681227,0.5489130434782609,0.005859375,0.03125,0.192,0.0,0.4,0.538504777965149,0.6224215246636772,0.10508474576271186,0.029166666666666667,0.2,0.027083333333333334,0.3333333333333333,0.087890625,0.015625,0.0,0.0,0.023076962426037018
Samsung Galaxy Tab 4 10.1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.10416666666666667,0.37777777777777777,0.2412921765842541,0.3333333333333333,0.18518518518518517,0.17591499409681227,0.5489130434782609,0.005859375,0.03125,0.192,0.0,0.4,0.538504777965149,0.6224215246636772,0.10508474576271186,0.029166666666666667,0.2,0.027083333333333334,0.3333333333333333,0.087890625,0.015625,0.0,0.0,0.020769193106507426
Samsung Galaxy Tab 4 8.0 3G,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.24722222222222223,0.15854927414160433,0.20833333333333334,0.2962962962962963,0.2231404958677686,0.4347826086956522,0.005859375,0.03125,0.192,0.0,0.4,0.46486790331646993,0.43766816143497755,0.10508474576271186,0.029166666666666667,0.2,0.027083333333333334,0.3333333333333333,0.087890625,0.015625,0.0,0.0,0.023076962426037018
Samsung Galaxy Tab 4 8.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.11458333333333333,0.24722222222222223,0.15854927414160433,0.20833333333333334,0.2962962962962963,0.2231404958677686,0.4347826086956522,0.005859375,0.03125,0.192,0.0,0.4,0.46486790331646993,0.43766816143497755,0.10508474576271186,0.029166666666666667,0.2,0.027083333333333334,0.3333333333333333,0.087890625,0.015625,0.0,0.0,0.020769193106507426
Samsung Galaxy Tab 4 7.0 3G,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.10416666666666667,0.2222222222222222,0.13674874894713374,0.20833333333333334,0.2962962962962963,0.2550177095631641,0.3804347826086957,0.005859375,0.015625,0.192,0.0,0.4,0.41371557054525016,0.3811659192825112,0.11864406779661016,0.029166666666666667,0.2,0.027083333333333334,0.3333333333333333,0.087890625,0.015625,0.0,0.0,0.018461423786977838
