NombreTelefono,Audifonos,Bluetooth,GPS,Radio,Teclado,SIM,NFC,Lector Huella,Rec Facial,Tarjeta Memoria,Disponible,SO__Apple,SO__Motorola,SO__Otra marca,SO__Samsung,Con__No,Con__Otro,Con__USB Type-C,Con__microUSB,Con__miniUSB,Horas Bateria_NORM,Horas Llamada Bateria_NORM,Bateria mAh_NORM,Peso Gramos_NORM,Resolucion Pixeles Ancho_NORM,Resolucion Pixeles Alto_NORM,Resolucion PPI_NORM,Tamano Pulgadas_NORM,RAM GB_NORM,Memoria GB_NORM,CPU GHz_NORM,Vida Bateria_NORM,Procesadores_NORM,Alto_NORM,Ancho_NORM,Grueso_NORM,Camara MP_NORM,Num Camaras_NORM,Selfie MP_NORM,Num Selfie_NORM,Video Pixeles_NORM,Video FPS_NORM,Selfie Video Pixeles_NORM,Selfie Video FPS_NORM,Precio_NORM
Nokia 3210,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.07481543873556953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nokia 5110,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.10505836575875487,0.052083333333333336,0.03333333333333333,0.0842293018877273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.29229904440697024,0.16771300448430493,0.4135593220338983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nokia 6110,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.10505836575875487,0.052083333333333336,0.03333333333333333,0.06787890799187435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.28780213603147836,0.16591928251121077,0.3728813559322034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nokia 6130,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.08949416342412451,0.052083333333333336,0.03333333333333333,0.07531090521726205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.31197301854974707,0.1695067264573991,0.33220338983050846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nokia 6150,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.09727626459143969,0.026041666666666668,0.03333333333333333,0.06986077391864441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2855536818437325,0.16591928251121077,0.3728813559322034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nokia 8110,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.058365758754863814,0.052083333333333336,0.022222222222222223,0.07531090521726205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.31197301854974707,0.1695067264573991,0.33220338983050846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nokia 6210,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.12062256809338522,0.057291666666666664,0.058333333333333334,0.05648317891294654,0.025,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.28667790893760536,0.16681614349775786,0.25084745762711863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nokia 6250,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.13073929961089495,0.06072916666666667,0.06666666666666667,0.08274290244264976,0.025,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nokia 7110,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.10116731517509728,0.046875,0.03333333333333333,0.06986077391864441,0.025,0.015046296296296295,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.27655986509274877,0.1874439461883408,0.31864406779661014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nokia 9000 Communicator,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.013618677042801557,0.03125,0.0,0.19670019323192786,0.16666666666666666,0.046296296296296294,0.0,0.0,0.0,1.52587890625e-05,0.0,0.0,0.1,0.3827993254637437,0.22600896860986547,0.5084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nokia 9110i Communicator,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0.06614785992217899,0.0625,0.06111111111111111,0.1253530198682059,0.16666666666666666,0.046296296296296294,0.17591499409681227,0.24456521739130438,0.0,1.52587890625e-05,0.0,0.0,0.1,0.3496346261944913,0.19730941704035876,0.3593220338983051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nokia 8210,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.058365758754863814,0.024270833333333335,0.03611111111111111,0.03914185205370857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.22484541877459246,0.1569506726457399,0.23389830508474574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nokia 8810,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.023346303501945526,0.015625,0.03333333333333333,0.058465044839716596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.23664980326025858,0.16233183856502242,0.2406779661016949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nokia 8850,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.058365758754863814,0.024270833333333335,0.04611111111111111,0.04508744983401873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.22147273749297358,0.15515695067264573,0.2271186440677966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nokia 8890,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.058365758754863814,0.024270833333333335,0.04611111111111111,0.04508744983401873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.22147273749297358,0.15515695067264573,0.2406779661016949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nokia 3110,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.03696498054474708,0.015625,0.022222222222222223,0.07233810632710698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3007307476110174,0.15874439461883408,0.2813559322033898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nokia 2110,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.011673151750972763,0.0278125,0.030555555555555555,0.11693008967943319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.32771219786396855,0.19730941704035876,0.33220338983050846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT Club db,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.05058365758754864,0.049479166666666664,0.03611111111111111,0.07431997225387703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.26981450252951095,0.1695067264573991,0.33220338983050846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT Easy db,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.05058365758754864,0.049479166666666664,0.03611111111111111,0.07431997225387703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.26981450252951095,0.1695067264573991,0.33220338983050846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT Max db,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.05058365758754864,0.049479166666666664,0.03611111111111111,0.07431997225387703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.26981450252951095,0.1695067264573991,0.33220338983050846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT View db,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.05058365758754864,0.049479166666666664,0.03611111111111111,0.07431997225387703,0.025,0.014814814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2945474985947162,0.19103139013452913,0.33220338983050846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT View db @,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.05058365758754864,0.049479166666666664,0.03611111111111111,0.07431997225387703,0.025,0.014814814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2945474985947162,0.19103139013452913,0.33220338983050846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT Pocket,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0311284046692607,0.036458333333333336,0.03333333333333333,0.06193331021156419,0.025,0.014814814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.25688589094997194,0.2295964125560538,0.2542372881355932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT COM,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.023346303501945526,0.020833333333333332,0.04888888888888889,0.1139572907892781,0.041666666666666664,0.055324074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.33389544688026984,0.21883408071748878,0.31864406779661014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT Pro,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.027237354085603113,0.026041666666666668,0.03333333333333333,0.07184263984541446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2945474985947162,0.19103139013452913,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT Easy HF,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.054474708171206226,0.0625,0.03222222222222222,0.07927463707080216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2945474985947162,0.19103139013452913,0.33220338983050846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT Easy,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.054474708171206226,0.0625,0.03222222222222222,0.07927463707080216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2945474985947162,0.19103139013452913,0.33220338983050846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT Club,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.054474708171206226,0.0625,0.03222222222222222,0.07927463707080216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2945474985947162,0.19103139013452913,0.3728813559322034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT Club +,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.054474708171206226,0.0625,0.03222222222222222,0.07927463707080216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2945474985947162,0.19103139013452913,0.3728813559322034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT Max,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.054474708171206226,0.0625,0.03222222222222222,0.07927463707080216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2945474985947162,0.19103139013452913,0.33220338983050846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT View,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.054474708171206226,0.0625,0.03222222222222222,0.07927463707080216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2945474985947162,0.19103139013452913,0.33220338983050846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel HC 1000,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.010894941634241245,0.013854166666666667,0.03333333333333333,0.08522023485111233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3164699269252389,0.21165919282511209,0.3084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel HC 800,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.08522023485111233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3164699269252389,0.21165919282511209,0.3084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benefon Twin,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.07782101167315175,0.09375,0.03611111111111111,0.052023980577713916,0.026041666666666668,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2478920741989882,0.17309417040358743,0.3593220338983051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benefon Q,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.04669260700389105,0.05552083333333333,0.034444444444444444,0.0440965168706337,0.026041666666666668,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.22147273749297358,0.16233183856502242,0.2406779661016949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benefon Track,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0933852140077821,0.10416666666666667,0.03888888888888889,0.07382450577218451,0.026041666666666668,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2855536818437325,0.17309417040358743,0.3084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benefon Esc!,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0933852140077821,0.10416666666666667,0.03888888888888889,0.07431997225387703,0.026041666666666668,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2855536818437325,0.17309417040358743,0.3084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benefon iO,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.023346303501945526,0.052083333333333336,0.03888888888888889,0.08274290244264976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.26981450252951095,0.19730941704035876,0.31864406779661014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benefon Vega,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.10416666666666667,0.0,0.09413863152157757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3209668353007308,0.19730941704035876,0.3084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samsung SGH-250,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.01556420233463035,0.020833333333333332,0.0,0.08868850022295992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.27431141090500283,0.1695067264573991,0.33220338983050846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samsung SGH-500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.023346303501945526,0.026041666666666668,0.0,0.05697864539463905,0.0203125,0.009722222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2478920741989882,0.1695067264573991,0.2542372881355932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samsung SGH-600,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.02529182879377432,0.036458333333333336,0.0,0.04706931576078879,0.025,0.007407407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2388982574480045,0.15515695067264573,0.2813559322033898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samsung SGH-800,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.027237354085603113,0.03125,0.0,0.051528514096021404,0.03333333333333333,0.014814814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1944912872400225,0.17668161434977578,0.31525423728813556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samsung SGH-810,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.027237354085603113,0.03125,0.0,0.051528514096021404,0.03333333333333333,0.014814814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1944912872400225,0.17668161434977578,0.31525423728813556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samsung SGH-2100,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.033073929961089495,0.052083333333333336,0.0,0.054996779467869,0.029947916666666668,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.25688589094997194,0.15874439461883408,0.31864406779661014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samsung SGH-2200,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.048638132295719845,0.052083333333333336,0.0,0.054996779467869,0.029947916666666668,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.21697582911748173,0.15515695067264573,0.2949152542372881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samsung SGH-2400,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.029571984435797664,0.041666666666666664,0.0,0.04459198335232622,0.029947916666666668,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2388982574480045,0.15874439461883408,0.25084745762711863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samsung A100,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.027237354085603113,0.052083333333333336,0.0,0.043105583907248675,0.029947916666666668,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.17706576728499157,0.14798206278026904,0.30508474576271183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitsubishi Trium Galaxy,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.058365758754863814,0.03125,0.05,0.07382450577218451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.29229904440697024,0.17309417040358743,0.38644067796610165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitsubishi Trium Astral,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.058365758754863814,0.03125,0.05,0.07382450577218451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.29229904440697024,0.17309417040358743,0.38644067796610165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitsubishi Trium Geo,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.058365758754863814,0.03125,0.05,0.07382450577218451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.29229904440697024,0.17309417040358743,0.38644067796610165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitsubishi Trium Geo-@,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.058365758754863814,0.03125,0.05,0.07382450577218451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.29229904440697024,0.17309417040358743,0.38644067796610165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitsubishi Trium Aria,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.029182879377431907,0.020833333333333332,0.03222222222222222,0.04459198335232622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2720629567172569,0.14080717488789238,0.3084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitsubishi Trium Cosmo,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0311284046692607,0.03125,0.03,0.034187187236783434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.22821810005621135,0.1802690582959641,0.2135593220338983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitsubishi Trium fx,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.05058365758754864,0.03125,0.0,0.05945597780310162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2653175941540191,0.17668161434977578,0.3728813559322034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitsubishi Trium xs,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.05058365758754864,0.03125,0.0,0.05945597780310162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2653175941540191,0.17668161434977578,0.3728813559322034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitsubishi Trium Mondo,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.038910505836575876,0.026041666666666668,0.0,0.09909329633850271,0.0625,0.07407407407407407,0.0,0.0,0.0,0.0,0.00664,0.0,0.1,0.3086003372681282,0.2968609865470852,0.2542372881355932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motorola M3888,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.042801556420233464,0.03989583333333333,0.03888888888888889,0.0842293018877273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30972456436200113,0.17668161434977578,0.33220338983050846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motorola M3788,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.042801556420233464,0.03989583333333333,0.03888888888888889,0.0842293018877273,0.025,0.007407407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30972456436200113,0.17668161434977578,0.33220338983050846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motorola M3688,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.042801556420233464,0.03989583333333333,0.03888888888888889,0.0842293018877273,0.025,0.007407407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30972456436200113,0.17668161434977578,0.33220338983050846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motorola M3588,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.042801556420233464,0.03989583333333333,0.03888888888888889,0.0842293018877273,0.025,0.007407407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30972456436200113,0.17668161434977578,0.33220338983050846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motorola M3288,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.042801556420233464,0.03989583333333333,0.03888888888888889,0.0842293018877273,0.025,0.007407407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30972456436200113,0.17668161434977578,0.33220338983050846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motorola M3188,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.042801556420233464,0.03989583333333333,0.03888888888888889,0.0842293018877273,0.025,0.007407407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30972456436200113,0.17668161434977578,0.33220338983050846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motorola cd920,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.04085603112840467,0.046875,0.05555555555555555,0.05945597780310162,0.025,0.007407407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2855536818437325,0.19461883408071748,0.3593220338983051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motorola cd930,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.04085603112840467,0.046875,0.05555555555555555,0.05945597780310162,0.025,0.007407407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2855536818437325,0.19461883408071748,0.3593220338983051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motorola StarTAC 130,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.019455252918287938,0.024270833333333335,0.027777777777777776,0.04706931576078879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.20798201236649805,0.19461883408071748,0.2542372881355932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motorola StarTAC 85,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.029182879377431907,0.03989583333333333,0.027777777777777776,0.055492245949561515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.21697582911748173,0.2008968609865471,0.3084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motorola StarTAC 75+,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.01556420233463035,0.020833333333333332,0.027777777777777776,0.055492245949561515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.21697582911748173,0.2008968609865471,0.3084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motorola StarTAC 75,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.01556420233463035,0.020833333333333332,0.027777777777777776,0.055492245949561515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.21697582911748173,0.2008968609865471,0.3084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motorola StarTAC Rainbow,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.01556420233463035,0.020833333333333332,0.027777777777777776,0.055492245949561515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.21697582911748173,0.2008968609865471,0.3084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motorola SlimLite,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.020233463035019456,0.0278125,0.05,0.06986077391864441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3164699269252389,0.2008968609865471,0.2135593220338983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motorola V3688,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.054474708171206226,0.0346875,0.03333333333333333,0.04112371798047862,0.025,0.014814814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.18381112984822937,0.15515695067264573,0.33220338983050846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motorola Timeport L7089,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.058365758754863814,0.036458333333333336,0.03333333333333333,0.06936530743695189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.28780213603147836,0.16233183856502242,0.3084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
